Sn,Task Name,Activity Type,Planned Start,Planned Finish,Actual Start,Actual Finish,PGMA,Parent WBS Level
7899,Dispatch,DIS,2024-06-08,2024-07-07,,,,1.14.25.1.1.9(BOI-PEM - D/G EOT CRANE (UPTO 100 T) )
7900,BOI-PEM - Single Girder EOT / HOT Misc. Cranes ,SUP,2023-11-11,2025-01-03,,,,1.14.25.1.1(Lifting Tackles (PG-99))
7901,Ordering,ORD,2023-11-11,2024-02-08,,,,1.14.25.1.1.10(BOI-PEM - Single Girder EOT / HOT Misc. Cranes )
7902,Detailed Engineering,ENG,2024-02-09,2024-07-07,,,,1.14.25.1.1.10(BOI-PEM - Single Girder EOT / HOT Misc. Cranes )
7903,Manufacturing,MFG,2024-07-08,2024-12-04,,,,1.14.25.1.1.10(BOI-PEM - Single Girder EOT / HOT Misc. Cranes )
7904,Dispatch,DIS,2024-12-05,2025-01-03,,,,1.14.25.1.1.10(BOI-PEM - Single Girder EOT / HOT Misc. Cranes )
7905,Erection,ERC,2025-05-30,2026-06-03,,,,1.14.25.1(Supply)
7906,E&C of Lifting equipments,ERC,2025-05-30,2026-06-03,,,,1.14.25.1.2(Erection)
7907,Misc. Building,OTH,2023-01-05,2025-07-03,,,,1.14(BOP Systems)
7908,NON PLANT Building,OTH,2023-01-05,2025-07-03,,,,1.14.26(Misc. Building)
7909, Rel of Dwg for Administration Building,PE - RFC,2024-01-10,2024-01-10,,,PCE-09700,1.14.26.1(NON PLANT Building)
7910, Rel of Dwg for Construction office,PE - RFC,2023-01-05,2023-01-05,,,,1.14.26.1(NON PLANT Building)
7911, Rel of Dwg for Canteen Building,PE - RFC,2024-08-27,2024-08-27,,,PCE-04300,1.14.26.1(NON PLANT Building)
7912, Rel of Dwg for O&M Workshop Building,PE - RFC,2024-07-08,2024-07-08,,,,1.14.26.1(NON PLANT Building)
7913, Rel of Dwg for Gate Complex along with CISF Building,PE - RFC,2023-06-04,2023-06-04,,,,1.14.26.1(NON PLANT Building)
7914, Rel of Dwg for Fire station building with Drill Tower,PE - RFC,2023-11-11,2023-11-11,,,,1.14.26.1(NON PLANT Building)
7915, Rel of Dwg for CHP office cum Workshop Building,PE - RFC,2023-07-24,2023-07-24,,,,1.14.26.1(NON PLANT Building)
7916, Rel of Dwg for Dozer Shed,PE - RFC,2025-03-15,2025-03-15,,,,1.14.26.1(NON PLANT Building)
7917,Gate Complex along with CISF Building,CIV,2024-01-16,2024-09-20,,,,1.14.26.1(NON PLANT Building)
7918, TIME OFFICE & SECURITY OFFICE: EXCAVATION,CIV,2024-01-16,2024-01-30,,,,1.14.26.1.9(Gate Complex along with CISF Building)
7919, TIME OFFICE & SECURITY OFFICE:RCC in substructure including PCC,CIV,2024-01-31,2024-02-19,,,,1.14.26.1.9(Gate Complex along with CISF Building)
7920, TIME OFFICE & SECURITY OFFICE: RCC in superstructure,CIV,2024-02-20,2024-04-19,,,,1.14.26.1.9(Gate Complex along with CISF Building)
7921, TIME OFFICE & SECURITY OFFICE: Brick Work & Plastering,CIV,2024-05-04,2024-06-17,,,,1.14.26.1.9(Gate Complex along with CISF Building)
7922, TIME OFFICE & SECURITY OFFICE: Flooring,CIV,2024-06-18,2024-07-07,,,,1.14.26.1.9(Gate Complex along with CISF Building)
7923, TIME OFFICE & SECURITY OFFICE: Backfilling,CIV,2024-07-08,2024-07-22,,,,1.14.26.1.9(Gate Complex along with CISF Building)
7924, TIME OFFICE & SECURITY OFFICE: Finishing works,CIV,2024-07-23,2024-09-20,,,,1.14.26.1.9(Gate Complex along with CISF Building)
7925,Construction office,CIV,2023-01-06,2023-06-23,,,,1.14.26.1(NON PLANT Building)
7926,EXCAVATION,CIV,2023-01-06,2023-01-20,,,,1.14.26.1.10(Construction office)
7927,RCC in substructure including PCC,CIV,2023-01-21,2023-02-04,,,,1.14.26.1.10(Construction office)
7928,RCC in superstructure,CIV,2023-02-05,2023-03-06,,,,1.14.26.1.10(Construction office)
7929,Brick Work & Plastering,CIV,2023-03-21,2023-04-19,,,,1.14.26.1.10(Construction office)
7930,Flooring,CIV,2023-04-20,2023-05-04,,,,1.14.26.1.10(Construction office)
7931,Backfilling,CIV,2023-05-05,2023-05-14,,,,1.14.26.1.10(Construction office)
7932,Finishing works,CIV,2023-05-15,2023-06-23,,,,1.14.26.1.10(Construction office)
7933, CANTEEN BUILDING,CIV,2024-09-02,2025-07-03,,,,1.14.26.1(NON PLANT Building)
7934,   EXCAVATION,CIV,2024-09-02,2024-09-21,,,,1.14.26.1.11( CANTEEN BUILDING)
7935,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16,,,,1.14.26.1.11( CANTEEN BUILDING)
7936,   RCC in superstructure,CIV,2024-10-17,2025-01-14,,,,1.14.26.1.11( CANTEEN BUILDING)
7937,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10,,,,1.14.26.1.11( CANTEEN BUILDING)
7938,   Flooring,CIV,2025-03-11,2025-04-04,,,,1.14.26.1.11( CANTEEN BUILDING)
7939,   Backfilling,CIV,2025-04-05,2025-04-19,,,,1.14.26.1.11( CANTEEN BUILDING)
7940,   Finishing works,CIV,2025-04-20,2025-07-03,,,,1.14.26.1.11( CANTEEN BUILDING)
7941,Fire Station building and Drill Tower,CIV,2024-09-02,2025-07-03,,,,1.14.26.1(NON PLANT Building)
7942,   EXCAVATION,CIV,2024-09-02,2024-09-21,,,,1.14.26.1.12(Fire Station building and Drill Tower)
7943,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16,,,,1.14.26.1.12(Fire Station building and Drill Tower)
7944,   RCC in superstructure,CIV,2024-10-17,2025-01-14,,,,1.14.26.1.12(Fire Station building and Drill Tower)
7945,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10,,,,1.14.26.1.12(Fire Station building and Drill Tower)
7946,   Flooring,CIV,2025-03-11,2025-04-04,,,,1.14.26.1.12(Fire Station building and Drill Tower)
7947,   Backfilling,CIV,2025-04-05,2025-04-19,,,,1.14.26.1.12(Fire Station building and Drill Tower)
7948,   Finishing works,CIV,2025-04-20,2025-07-03,,,,1.14.26.1.12(Fire Station building and Drill Tower)
7949,FQA Lab building,CIV,2024-09-02,2025-07-03,,,,1.14.26.1(NON PLANT Building)
7950,   EXCAVATION,CIV,2024-09-02,2024-09-21,,,,1.14.26.1.13(FQA Lab building)
7951,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16,,,,1.14.26.1.13(FQA Lab building)
7952,   RCC in superstructure,CIV,2024-10-17,2025-01-14,,,,1.14.26.1.13(FQA Lab building)
7953,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10,,,,1.14.26.1.13(FQA Lab building)
7954,   Flooring,CIV,2025-03-11,2025-04-04,,,,1.14.26.1.13(FQA Lab building)
7955,   Backfilling,CIV,2025-04-05,2025-04-19,,,,1.14.26.1.13(FQA Lab building)
7956,   Finishing works,CIV,2025-04-20,2025-07-03,,,,1.14.26.1.13(FQA Lab building)
7957,CHP office cum Workshop Building,CIV,2024-09-02,2025-07-03,,,,1.14.26.1(NON PLANT Building)
7958,   EXCAVATION,CIV,2024-09-02,2024-09-21,,,,1.14.26.1.14(CHP office cum Workshop Building)
7959,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16,,,,1.14.26.1.14(CHP office cum Workshop Building)
7960,   RCC in superstructure,CIV,2024-10-17,2025-01-14,,,,1.14.26.1.14(CHP office cum Workshop Building)
7961,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10,,,,1.14.26.1.14(CHP office cum Workshop Building)
7962,   Flooring,CIV,2025-03-11,2025-04-04,,,,1.14.26.1.14(CHP office cum Workshop Building)
7963,   Backfilling,CIV,2025-04-05,2025-04-19,,,,1.14.26.1.14(CHP office cum Workshop Building)
7964,   Finishing works,CIV,2025-04-20,2025-07-03,,,,1.14.26.1.14(CHP office cum Workshop Building)
7965,Administration Building,CIV,2024-09-02,2025-07-03,,,,1.14.26.1(NON PLANT Building)
7966,   EXCAVATION,CIV,2024-09-02,2024-09-21,,,,1.14.26.1.15(Administration Building)
7967,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16,,,,1.14.26.1.15(Administration Building)
7968,   RCC in superstructure,CIV,2024-10-17,2025-01-14,,,,1.14.26.1.15(Administration Building)
7969,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10,,,,1.14.26.1.15(Administration Building)
7970,   Flooring,CIV,2025-03-11,2025-04-04,,,,1.14.26.1.15(Administration Building)
7971,   Backfilling,CIV,2025-04-05,2025-04-19,,,,1.14.26.1.15(Administration Building)
7972,   Finishing works,CIV,2025-04-20,2025-07-03,,,,1.14.26.1.15(Administration Building)
7973,O&M Workshop Building,CIV,2024-09-02,2025-07-03,,,,1.14.26.1(NON PLANT Building)
7974,   EXCAVATION,CIV,2024-09-02,2024-09-21,,,,1.14.26.1.16(O&M Workshop Building)
7975,   RCC in substructure including PCC,CIV,2024-09-22,2024-10-16,,,,1.14.26.1.16(O&M Workshop Building)
7976,   RCC in superstructure,CIV,2024-10-17,2025-01-14,,,,1.14.26.1.16(O&M Workshop Building)
7977,   Brick Work & Plastering,CIV,2025-01-15,2025-03-10,,,,1.14.26.1.16(O&M Workshop Building)
7978,   Flooring,CIV,2025-03-11,2025-04-04,,,,1.14.26.1.16(O&M Workshop Building)
7979,   Backfilling,CIV,2025-04-05,2025-04-19,,,,1.14.26.1.16(O&M Workshop Building)
7980,   Finishing works,CIV,2025-04-20,2025-07-03,,,,1.14.26.1.16(O&M Workshop Building)
7981,1.4 MWp Solar Rooftop Pkg,OTH,2024-02-19,2026-06-21,,,,1.14(BOP Systems)
7982,Engineering,ENG,2024-02-19,2024-06-27,,,,1.14.27(1.4 MWp Solar Rooftop Pkg)
7983,Submission of quality plan,ENG,2024-02-19,2024-03-09,,,,1.14.27.1(Engineering)
7984,Submission of field quality plan,ENG,2024-03-10,2024-03-29,,,,1.14.27.1(Engineering)
7985,Subcontracting & Vendor List Approval,ENG,2024-03-30,2024-04-28,,,,1.14.27.1(Engineering)
7986,Drawing Submission from BHEL,ENG,2024-04-29,2024-05-13,,,,1.14.27.1(Engineering)
7987,Drawing Approval from customer,ENG,2024-05-14,2024-06-27,,,,1.14.27.1(Engineering)
7988,"Procurement, Manufacturing & Dispatch",MFG,2024-06-28,2026-02-09,,,,1.14.27(1.4 MWp Solar Rooftop Pkg)
7989,Sub-tendering for SPV Modules,OTH,2024-06-28,2024-08-11,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7990,Placement of Order on SPV modules OEM,OTH,2024-08-12,2024-08-18,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7991,Manufacturing of SPV Modules,MFG,2024-08-19,2024-10-17,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7992,Inspection of SPV Modules,MFG,2024-10-18,2024-11-01,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7993,Dispatch of SPV modules,DIS,2024-11-02,2024-12-01,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7994,Procurement of Inverters,PRC,2024-12-02,2025-01-15,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7995,Dispatch of Inverters,DIS,2025-01-16,2025-03-16,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7996,Procurement of MMS,PRC,2025-03-17,2025-05-15,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7997,Inspection &Dispatch,DIS,2025-05-16,2025-07-14,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7998,Procurement of Transformers,PRC,2025-07-15,2025-09-12,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
7999,Inspection &Dispatch,DIS,2025-09-13,2025-10-27,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
8000,Procurement of BOS,PRC,2025-10-28,2025-12-26,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
8001,Dispatch of BOS,DIS,2025-12-27,2026-02-09,,,,"1.14.27.2(Procurement, Manufacturing & Dispatch)"
8002,Site Mobilisation,OTH,2024-04-06,2024-04-20,,,,1.14.27(1.4 MWp Solar Rooftop Pkg)
8003,Erection & Commissioning,OTH,2025-01-15,2026-06-21,,,,1.14.27(1.4 MWp Solar Rooftop Pkg)
8004,Civil Work - Structures & buildings,CIV,2025-01-15,2025-04-14,,,,1.14.27.4(Erection & Commissioning)
8005,Civil Work -Others,CIV,2025-01-15,2025-04-14,,,,1.14.27.4(Erection & Commissioning)
8006,415V/11 kV Substation Erection,ERC,2025-11-02,2025-12-31,,,,1.14.27.4(Erection & Commissioning)
8007,Steel Structures Erection,ERC,2025-11-02,2026-03-01,,,,1.14.27.4(Erection & Commissioning)
8008,Modules Laying,ERC,2026-01-16,2026-05-05,,,,1.14.27.4(Erection & Commissioning)
8009,Cable Laying,ERC,2026-01-16,2026-05-05,,,,1.14.27.4(Erection & Commissioning)
8010,Inverters Erection,ERC,2026-01-16,2026-02-14,,,,1.14.27.4(Erection & Commissioning)
8011,BOS Erection,ERC,2026-01-16,2026-05-15,,,,1.14.27.4(Erection & Commissioning)
8012,Commissioning,COM,2026-05-16,2026-06-14,,,,1.14.27.4(Erection & Commissioning)
8013,Synchronisation,ERC,2026-06-15,2026-06-21,,,,1.14.27.4(Erection & Commissioning)
8014,Aux Boiler,OTH,2023-04-29,2025-11-14,,,,1.14(BOP Systems)
8015,"Engineering (LO, GA and P&ID)",ENG,2023-04-29,2023-10-25,,,,1.14.28(Aux Boiler)
8016,Foundation Materials and Structure,CIV,2023-10-26,2024-10-19,,,,1.14.28(Aux Boiler)
8017,Release of MIs,ENG,2023-10-26,2023-12-24,,,,1.14.28.2(Foundation Materials and Structure)
8018,Engineering Documents,ENG,2023-10-26,2024-01-03,,,,1.14.28.2(Foundation Materials and Structure)
8019,Release of Purchase Orders,PRC,2023-12-25,2024-02-22,,,,1.14.28.2(Foundation Materials and Structure)
8020,Receipt of material at HPVP,OTH,2024-02-23,2024-06-01,,,,1.14.28.2(Foundation Materials and Structure)
8021,Fabrication,OTH,2024-06-02,2024-09-29,,,,1.14.28.2(Foundation Materials and Structure)
8022,Dispatches,DIS,2024-08-21,2024-10-19,,,,1.14.28.2(Foundation Materials and Structure)
8023,"Boiler Drums, PG 04",OTH,2024-01-04,2025-07-31,,,,1.14.28(Aux Boiler)
8024,Release of MIs,ENG,2024-01-04,2024-03-18,,,,"1.14.28.3(Boiler Drums, PG 04)"
8025,Engineering Documents,ENG,2024-03-19,2024-04-17,,,,"1.14.28.3(Boiler Drums, PG 04)"
8026,Release of Purchase Orders,PRC,2024-03-19,2024-05-17,,,,"1.14.28.3(Boiler Drums, PG 04)"
8027,Receipt of material at HPVP,OTH,2024-05-18,2024-09-14,,,,"1.14.28.3(Boiler Drums, PG 04)"
8028,Shop Fabrication,OTH,2024-09-15,2025-05-22,,,,"1.14.28.3(Boiler Drums, PG 04)"
8029,Dispatches,DIS,2025-05-23,2025-07-31,,,,"1.14.28.3(Boiler Drums, PG 04)"
8030,"Pressure Parts, PG 06,07,08,09,10,11,12,19",OTH,2024-02-03,2025-09-25,,,,1.14.28(Aux Boiler)
8031,Release of MIs,ENG,2024-02-03,2024-04-17,,,,"1.14.28.4(Pressure Parts, PG 06,07,08,09,10,11,12,19)"
8032,Engineering Documents,ENG,2024-04-18,2024-05-17,,,,"1.14.28.4(Pressure Parts, PG 06,07,08,09,10,11,12,19)"
8033,Release of Purchase Orders,PRC,2024-04-18,2024-06-16,,,,"1.14.28.4(Pressure Parts, PG 06,07,08,09,10,11,12,19)"
8034,Receipt of material at HPVP,OTH,2024-06-17,2024-10-14,,,,"1.14.28.4(Pressure Parts, PG 06,07,08,09,10,11,12,19)"
8035,Shop Fabrication,OTH,2024-10-15,2025-06-27,,,,"1.14.28.4(Pressure Parts, PG 06,07,08,09,10,11,12,19)"
8036,Dispatches,DIS,2025-06-28,2025-09-25,,,,"1.14.28.4(Pressure Parts, PG 06,07,08,09,10,11,12,19)"
8037,"Soot Blowers Valves & Fittings, PG 20,21",OTH,2024-04-18,2025-02-16,,,,1.14.28(Aux Boiler)
8038,Release of MIs,ENG,2024-04-18,2024-07-11,,,,"1.14.28.5(Soot Blowers Valves & Fittings, PG 20,21)"
8039,Engineering Documents,ENG,2024-07-12,2024-08-10,,,,"1.14.28.5(Soot Blowers Valves & Fittings, PG 20,21)"
8040,Release of Purchase Orders,PRC,2024-07-12,2024-08-20,,,,"1.14.28.5(Soot Blowers Valves & Fittings, PG 20,21)"
8041,Receipt,OTH,2024-08-21,2025-02-16,,,,"1.14.28.5(Soot Blowers Valves & Fittings, PG 20,21)"
8042,"Fuel Firing System, PG 41, 42",OTH,2024-04-18,2025-07-05,,,,1.14.28(Aux Boiler)
8043,Release of MIs,ENG,2024-04-18,2024-06-16,,,,"1.14.28.6(Fuel Firing System, PG 41, 42)"
8044,Engineering Documents,ENG,2024-06-17,2024-07-26,,,,"1.14.28.6(Fuel Firing System, PG 41, 42)"
8045,Release of Purchase Orders,ENG,2024-06-17,2024-08-15,,,,"1.14.28.6(Fuel Firing System, PG 41, 42)"
8046,Receipt of material at HPVP,OTH,2024-08-16,2024-11-13,,,,"1.14.28.6(Fuel Firing System, PG 41, 42)"
8047,Fabrication,OTH,2024-11-14,2025-06-21,,,,"1.14.28.6(Fuel Firing System, PG 41, 42)"
8048,Dispatches,DIS,2025-06-22,2025-07-05,,,,"1.14.28.6(Fuel Firing System, PG 41, 42)"
8049,"Ducts, PG 48",OTH,2024-06-17,2025-03-17,,,,1.14.28(Aux Boiler)
8050,Release of MIs,ENG,2024-06-17,2024-07-16,,,,"1.14.28.7(Ducts, PG 48)"
8051,Engineering Documents,ENG,2024-07-17,2024-08-15,,,,"1.14.28.7(Ducts, PG 48)"
8052,Release of Purchase Orders,PRC,2024-07-17,2024-09-14,,,,"1.14.28.7(Ducts, PG 48)"
8053,Receipt of material at HPVP,OTH,2024-09-15,2024-11-03,,,,"1.14.28.7(Ducts, PG 48)"
8054,Fabrication,OTH,2024-11-04,2025-03-03,,,,"1.14.28.7(Ducts, PG 48)"
8055,Dispatches,DIS,2025-03-04,2025-03-17,,,,"1.14.28.7(Ducts, PG 48)"
8056,BAP - Damper FD fan outlet (PGMA 57013),SUP,2024-05-19,2025-06-22,,,57013,1.14.28(Aux Boiler)
8057,Engineering,ENG,2024-05-19,2024-06-17,,,57013,1.14.28.8(BAP - Damper FD fan outlet (PGMA 57013))
8058,Manufacturing ,MFG,2024-06-18,2025-02-22,,,57013,1.14.28.8(BAP - Damper FD fan outlet (PGMA 57013))
8059,Dispatch,DIS,2025-02-23,2025-06-22,,,57013,1.14.28.8(BAP - Damper FD fan outlet (PGMA 57013))
8060,BAP - Aux fan (PG 56),SUP,2024-05-19,2025-06-22,,,PG 56,1.14.28(Aux Boiler)
8061,Engineering,ENG,2024-05-19,2024-06-17,,,56,1.14.28.9(BAP - Aux fan (PG 56))
8062,Manufacturing ,MFG,2024-06-18,2025-02-22,,,56,1.14.28.9(BAP - Aux fan (PG 56))
8063,Dispatch,DIS,2025-02-23,2025-06-22,,,56,1.14.28.9(BAP - Aux fan (PG 56))
8064,BAP - CYLINDRICAL Chimney (SELF SUPPORTED)- H-35 M (PG- 87),SUP,2024-05-19,2025-06-22,,,87,1.14.28(Aux Boiler)
8065,Engineering,ENG,2024-05-19,2024-06-17,,,87,1.14.28.10(BAP - CYLINDRICAL Chimney (SELF SUPPORTED)- H-35 M (PG- 87))
8066,Manufacturing ,MFG,2024-06-18,2025-02-22,,,87,1.14.28.10(BAP - CYLINDRICAL Chimney (SELF SUPPORTED)- H-35 M (PG- 87))
8067,Dispatch,DIS,2025-02-23,2025-06-22,,,87,1.14.28.10(BAP - CYLINDRICAL Chimney (SELF SUPPORTED)- H-35 M (PG- 87))
8068,"Lining & Insulation, PG 33",SUP,2024-07-17,2025-10-19,,,33,1.14.28(Aux Boiler)
8069,Release of MIs,ENG,2024-07-17,2024-08-25,,,,"1.14.28.11(Lining & Insulation, PG 33)"
8070,Engineering Documents,ENG,2024-07-17,2024-11-13,,,,"1.14.28.11(Lining & Insulation, PG 33)"
8071,Release of Purchase Orders,PRC,2024-11-14,2025-01-22,,,,"1.14.28.11(Lining & Insulation, PG 33)"
8072,Manufacturing & Dispatch,MFG,2025-04-23,2025-10-19,,,,"1.14.28.11(Lining & Insulation, PG 33)"
8073,"Electrical and C&I, PG 95, 97",OTH,2024-07-17,2025-03-27,,,95/97,1.14.28(Aux Boiler)
8074,Release of MIs,ENG,2024-07-17,2024-08-14,,,,"1.14.28.12(Electrical and C&I, PG 95, 97)"
8075,Engineering Documents,ENG,2024-08-15,2024-09-13,,,,"1.14.28.12(Electrical and C&I, PG 95, 97)"
8076,Release of Purchase Orders,PRC,2024-08-15,2024-11-12,,,,"1.14.28.12(Electrical and C&I, PG 95, 97)"
8077,Manufacturing & Dispatch,MFG,2024-11-13,2025-03-27,,,,"1.14.28.12(Electrical and C&I, PG 95, 97)"
8078,Dispatch of piping & valves ,DIS,2024-11-29,2025-05-31,,,,1.14.28(Aux Boiler)
8079,Foundation work ,CIV,2024-10-10,2025-04-27,,,,1.14.28(Aux Boiler)
8080,"Erection of pressure parts, drum, ducting ",ERC,2025-04-28,2025-09-24,,,,1.14.28(Aux Boiler)
8081,Erection of Chimney ,ERC,2025-04-28,2025-09-24,,,,1.14.28(Aux Boiler)
8082,"Erection of fan, Gate and dampers",ERC,2025-04-28,2025-11-13,,,,1.14.28(Aux Boiler)
8083,Erection of piping valve ,ERC,2025-06-07,2025-09-24,,,,1.14.28(Aux Boiler)
8084,Hydro test ,ERC,2025-09-25,2025-09-27,,,,1.14.28(Aux Boiler)
8085,Insulation and refractory work ,ERC,2025-09-28,2025-10-27,,,,1.14.28(Aux Boiler)
8086,Aux Boiler light up ,COM,2025-10-27,2025-10-27,,,,1.14.28(Aux Boiler)
8087,Chemical cleaning ,ERC,2025-10-28,2025-10-30,,,,1.14.28(Aux Boiler)
8088,Steam blowing of piping up to Aux PRDS ,ERC,2025-10-31,2025-11-14,,,,1.14.28(Aux Boiler)
8089,FGD ,OTH,2022-09-27,2026-05-18,,,,1.14(BOP Systems)
8090,Engineering,ENG,2022-10-27,2024-04-13,,,,1.14.29(FGD )
8091,Basic Engineering,ENG,2022-10-27,2023-02-23,,,,1.14.29.1(Engineering)
8092,Detailed Engineering,ENG,2023-02-24,2024-04-13,,,,1.14.29.1(Engineering)
8093,Gypsum Dewatering building,OTH,2023-11-12,2026-01-20,,,,1.14.29(FGD )
8094,Engineering &Supply,ENG,2023-11-12,2025-05-29,,,,1.14.29.2(Gypsum Dewatering building)
8095,FOUNDATION MATERIALS,SUP,2024-02-14,2024-05-28,,,,1.14.29.2.1(Engineering &Supply)
8096,Engineering,ENG,2024-02-14,2024-02-28,,,,1.14.29.2.1.1(FOUNDATION MATERIALS)
8097,Manufacturing,MFG,2024-02-29,2024-04-28,,,,1.14.29.2.1.1(FOUNDATION MATERIALS)
8098,Dispatch,DIS,2024-04-29,2024-05-28,,,,1.14.29.2.1.1(FOUNDATION MATERIALS)
8099,COLUMNS,SUP,2024-07-03,2024-11-14,,,,1.14.29.2.1(Engineering &Supply)
8100,Engineering,ENG,2024-07-03,2024-08-16,,,,1.14.29.2.1.2(COLUMNS)
8101,Manufacturing,MFG,2024-08-17,2024-10-15,,,,1.14.29.2.1.2(COLUMNS)
8102,Dispatch,DIS,2024-10-16,2024-11-14,,,,1.14.29.2.1.2(COLUMNS)
8103,BEAMS & BRACING,SUP,2024-08-17,2024-12-29,,,,1.14.29.2.1(Engineering &Supply)
8104,Engineering,ENG,2024-08-17,2024-09-30,,,,1.14.29.2.1.3(BEAMS & BRACING)
8105,Manufacturing,MFG,2024-10-01,2024-11-29,,,,1.14.29.2.1.3(BEAMS & BRACING)
8106,Dispatch,DIS,2024-11-30,2024-12-29,,,,1.14.29.2.1.3(BEAMS & BRACING)
8107,FLOOR & PLATFORMS,SUP,2024-08-17,2025-01-13,,,,1.14.29.2.1(Engineering &Supply)
8108,Engineering,ENG,2024-08-17,2024-09-30,,,,1.14.29.2.1.4(FLOOR & PLATFORMS)
8109,Manufacturing,MFG,2024-10-01,2024-12-14,,,,1.14.29.2.1.4(FLOOR & PLATFORMS)
8110,Dispatch,DIS,2024-12-15,2025-01-13,,,,1.14.29.2.1.4(FLOOR & PLATFORMS)
8111,WALL BEAMS,SUP,2024-08-17,2024-12-29,,,,1.14.29.2.1(Engineering &Supply)
8112,Engineering,ENG,2024-08-17,2024-09-30,,,,1.14.29.2.1.5(WALL BEAMS)
8113,Manufacturing,MFG,2024-10-01,2024-11-29,,,,1.14.29.2.1.5(WALL BEAMS)
8114,Dispatch,DIS,2024-11-30,2024-12-29,,,,1.14.29.2.1.5(WALL BEAMS)
8115,STAIRS,SUP,2024-10-01,2025-02-12,,,,1.14.29.2.1(Engineering &Supply)
8116,Engineering,ENG,2024-10-01,2024-11-14,,,,1.14.29.2.1.6(STAIRS)
8117,Manufacturing,MFG,2024-11-15,2025-01-13,,,,1.14.29.2.1.6(STAIRS)
8118,Dispatch,DIS,2025-01-14,2025-02-12,,,,1.14.29.2.1.6(STAIRS)
8119,MISC STRUCTURES,SUP,2024-10-01,2025-02-12,,,,1.14.29.2.1(Engineering &Supply)
8120,Engineering,ENG,2024-10-01,2024-11-14,,,,1.14.29.2.1.7(MISC STRUCTURES)
8121,Manufacturing,MFG,2024-11-15,2025-01-13,,,,1.14.29.2.1.7(MISC STRUCTURES)
8122,Dispatch,DIS,2025-01-14,2025-02-12,,,,1.14.29.2.1.7(MISC STRUCTURES)
8123,Equipments (Sub-Assembly),SUP,2024-04-14,2025-02-22,,,,1.14.29.2.1(Engineering &Supply)
8124,Enquiry & NIT,ENQ,2024-04-14,2024-04-28,,,,1.14.29.2.1.8(Equipments (Sub-Assembly))
8125,Ordering,ORD,2024-04-29,2024-05-28,,,,1.14.29.2.1.8(Equipments (Sub-Assembly))
8126,Detailed Engineering,ENG,2024-05-29,2024-07-27,,,,1.14.29.2.1.8(Equipments (Sub-Assembly))
8127,Dispatch,DIS,2025-01-24,2025-02-22,,,,1.14.29.2.1.8(Equipments (Sub-Assembly))
8128,LIME FEEDING/DOSING SYSTEM,SUP,2023-11-12,2025-05-29,,,,1.14.29.2.1(Engineering &Supply)
8129,Enquiry & NIT,ENQ,2023-11-12,2023-11-26,,,,1.14.29.2.1.9(LIME FEEDING/DOSING SYSTEM)
8130,Ordering & Engineering,ORD,2023-11-27,2024-06-13,,,,1.14.29.2.1.9(LIME FEEDING/DOSING SYSTEM)
8131,Manufacturing,MFG,2024-06-14,2024-12-10,,,,1.14.29.2.1.9(LIME FEEDING/DOSING SYSTEM)
8132,Dispatch,DIS,2024-12-11,2025-05-29,,,,1.14.29.2.1.9(LIME FEEDING/DOSING SYSTEM)
8133,BOI-PEM-  ELEVATORS,SUP,2024-06-03,2025-05-17,,,,1.14.29.2.1(Engineering &Supply)
8134,Enquiry & NIT,ENQ,2024-06-03,2024-07-12,,,,1.14.29.2.1.10(BOI-PEM-  ELEVATORS)
8135,Ordering & Engineering,ORD,2024-07-13,2024-09-09,,,,1.14.29.2.1.10(BOI-PEM-  ELEVATORS)
8136,Manufacturing,MFG,2024-09-10,2025-01-07,,,,1.14.29.2.1.10(BOI-PEM-  ELEVATORS)
8137,Dispatch,DIS,2025-04-18,2025-05-17,,,,1.14.29.2.1.10(BOI-PEM-  ELEVATORS)
8138,Civil Works,OTH,2024-04-14,2025-07-07,,,,1.14.29.2(Gypsum Dewatering building)
8139,RFC Superstructure drawing,PE - RFC,2024-06-03,2024-07-02,,,,1.14.29.2.2(Civil Works)
